seed,score,pct,time
42,34604548.0,82.56456893693526,37.103029012680054
123,34601104.0,82.55635174029918,36.9052460193634
999,34586972.0,82.5226335571223,37.3698890209198
7,34594892.0,82.54153024625059,37.21100616455078
