init,score,pct,time,t_to_75,t_to_78,t_to_80
random,34589680.0,82.529094697799,39.41535305976868,0.4198460578918457,0.8044979572296143,1.1894140243530273
uniform,34608656.0,82.57437040144775,39.574949741363525,0.40271592140197754,0.7903690338134766,1.1770999431610107
degree_diff,34620248.0,82.60202828280822,38.96349310874939,0.40952610969543457,0.40952610969543457,0.7940380573272705
