variant,score,pct
paper_default,34679512.0,82.74342896266911
increasing,34624888.0,82.61309907037834
constant_low,34682440.0,82.75041501137714
constant_high,34691024.0,82.77089596838184
cyclic_slow,34735696.0,82.87748093009122
cyclic_fast,34612092.0,82.58256851051907
