0.5600,2.1629,1.5685,0.4667,0.9534,3.4124,1.1435,6.3512,10.4614
0.0000,0.0000,2.1119,3.1872,2.2597,2.4231,0.7220,1.1154,2.0782
0.0910,0.4676,0.8479,1.2501,0.4290,0.3809,0.0000,1.8746,0.3993
0.0697,0.6622,0.1195,0.6999,3.2250,2.5719,6.7023,6.2683,10.0446
0.0661,0.4638,0.1149,0.0137,0.6999,3.1944,0.1139,1.2373,4.2410
0.0000,0.3853,0.0708,0.0000,0.0493,0.2928,1.4191,1.5232,0.9176
0.0000,0.1530,0.0000,0.0556,0.0000,0.9135,0.1892,1.3522,0.8923
0.0394,0.2225,0.6725,0.0433,0.0324,0.6430,0.4187,0.4366,0.8571
0.1112,0.4095,0.0133,0.0000,0.0398,0.1586,0.0544,0.0376,0.3702
