4.3572,4.3093,2.5560,1.3536,0.8439,0.7535,0.8014,3.0128
0.8524,2.2311,3.7265,5.0412,1.7216,1.2587,0.4359,0.7420
0.5151,0.9290,2.4901,3.8076,2.0755,1.5670,0.4485,0.5771
0.2452,0.4551,0.7105,3.1411,4.0571,4.1908,0.7885,0.7213
0.1631,0.2368,0.3966,1.1926,2.8538,4.3233,0.9083,0.6850
0.2320,0.2397,0.4448,0.6622,0.7124,3.2995,3.2406,1.9891
0.1880,0.1188,0.0961,0.1351,0.1509,0.5078,3.2825,3.7864
0.5404,0.1882,0.1141,0.1765,0.2117,0.3304,0.6094,7.2675
